title,from_date,count
Staff,4/9/1990,1
Senior Staff,4/9/1990,6
Senior Staff,4/8/1990,9
Engineer,4/8/1990,2
Technique Leader,4/8/1990,6
Staff,4/8/1990,1
Senior Engineer,4/8/1990,6
Senior Staff,4/7/1990,5
Technique Leader,4/7/1990,7
Engineer,4/7/1990,3
Staff,4/7/1990,2
Senior Engineer,4/7/1990,6
Senior Engineer,4/6/1990,8
Senior Staff,4/6/1990,6
Engineer,4/6/1990,1
Staff,4/6/1990,2
Technique Leader,4/6/1990,3
Staff,4/5/1990,4
Senior Engineer,4/5/1990,6
Engineer,4/5/1990,2
Senior Staff,4/5/1990,7
Technique Leader,4/5/1990,3
Engineer,4/4/1990,1
Senior Engineer,4/4/1990,5
Senior Staff,4/4/1990,6
Technique Leader,4/4/1990,2
Senior Staff,4/3/1990,6
Staff,4/3/1990,2
Senior Engineer,4/3/1990,15
Engineer,4/3/1990,1
Technique Leader,4/3/1990,3
Senior Staff,4/2/1990,4
Staff,4/2/1990,2
Senior Engineer,4/2/1990,8
Technique Leader,4/2/1990,1
Engineer,4/2/1990,1
Senior Engineer,4/1/1990,13
Staff,4/1/1990,2
Engineer,4/1/1990,4
Senior Staff,4/1/1990,7
Technique Leader,4/1/1990,1
Senior Staff,3/31/1990,11
Technique Leader,3/31/1990,3
Senior Engineer,3/31/1990,8
Engineer,3/31/1990,3
Senior Staff,3/30/1990,10
Engineer,3/30/1990,6
Senior Engineer,3/30/1990,7
Technique Leader,3/30/1990,4
Staff,3/30/1990,3
Assistant Engineer,3/30/1990,1
Senior Engineer,3/29/1990,6
Staff,3/29/1990,1
Engineer,3/29/1990,1
Technique Leader,3/29/1990,1
Senior Staff,3/29/1990,5
Technique Leader,3/28/1990,3
Staff,3/28/1990,1
Senior Engineer,3/28/1990,10
Engineer,3/28/1990,3
Senior Staff,3/28/1990,8
Senior Staff,3/27/1990,9
Senior Engineer,3/27/1990,8
Engineer,3/27/1990,2
Technique Leader,3/27/1990,2
Engineer,3/26/1990,1
Technique Leader,3/26/1990,3
Staff,3/26/1990,4
Senior Staff,3/26/1990,14
Assistant Engineer,3/26/1990,1
Senior Engineer,3/26/1990,10
Senior Engineer,3/25/1990,8
Senior Staff,3/25/1990,9
Technique Leader,3/25/1990,2
Engineer,3/25/1990,1
Staff,3/25/1990,1
Engineer,3/24/1990,1
Staff,3/24/1990,2
Senior Staff,3/24/1990,18
Senior Engineer,3/24/1990,13
Technique Leader,3/24/1990,4
Technique Leader,3/23/1990,5
Senior Engineer,3/23/1990,9
Staff,3/23/1990,2
Senior Staff,3/23/1990,7
Senior Engineer,3/22/1990,7
Staff,3/22/1990,1
Technique Leader,3/22/1990,2
Senior Staff,3/22/1990,7
Engineer,3/22/1990,1
Engineer,3/21/1990,1
Senior Engineer,3/21/1990,13
Technique Leader,3/21/1990,5
Staff,3/21/1990,5
Senior Staff,3/21/1990,12
Engineer,3/20/1990,1
Senior Engineer,3/20/1990,8
Senior Staff,3/20/1990,7
Technique Leader,3/20/1990,3
Staff,3/20/1990,1
Assistant Engineer,3/19/1990,1
Senior Engineer,3/19/1990,7
Senior Staff,3/19/1990,8
Senior Engineer,3/18/1990,6
Staff,3/18/1990,2
Technique Leader,3/18/1990,7
Engineer,3/18/1990,5
Senior Staff,3/18/1990,11
Senior Staff,3/17/1990,8
Senior Engineer,3/17/1990,8
Technique Leader,3/17/1990,2
Staff,3/17/1990,3
Engineer,3/17/1990,3
Assistant Engineer,3/16/1990,1
Senior Staff,3/16/1990,12
Engineer,3/16/1990,4
Staff,3/16/1990,2
Senior Engineer,3/16/1990,12
Technique Leader,3/16/1990,2
Engineer,3/15/1990,4
Senior Staff,3/15/1990,12
Senior Engineer,3/15/1990,8
Staff,3/15/1990,1
Technique Leader,3/15/1990,2
Staff,3/14/1990,1
Senior Staff,3/14/1990,6
Engineer,3/14/1990,2
Technique Leader,3/14/1990,3
Senior Engineer,3/14/1990,12
Assistant Engineer,3/14/1990,1
Senior Engineer,3/13/1990,7
Technique Leader,3/13/1990,4
Staff,3/13/1990,2
Engineer,3/13/1990,1
Senior Staff,3/13/1990,7
Senior Staff,3/12/1990,11
Engineer,3/12/1990,1
Senior Engineer,3/12/1990,11
Staff,3/12/1990,6
Technique Leader,3/11/1990,2
Senior Engineer,3/11/1990,7
Staff,3/11/1990,3
Engineer,3/11/1990,4
Senior Staff,3/11/1990,8
Senior Staff,3/10/1990,6
Staff,3/10/1990,2
Senior Engineer,3/10/1990,10
Technique Leader,3/10/1990,2
Engineer,3/10/1990,3
Senior Engineer,3/9/1990,15
Technique Leader,3/9/1990,1
Assistant Engineer,3/9/1990,1
Staff,3/9/1990,4
Senior Staff,3/9/1990,8
Engineer,3/9/1990,3
Staff,3/8/1990,1
Engineer,3/8/1990,2
Technique Leader,3/8/1990,1
Senior Staff,3/8/1990,10
Senior Engineer,3/8/1990,13
Technique Leader,3/7/1990,1
Assistant Engineer,3/7/1990,1
Senior Engineer,3/7/1990,8
Engineer,3/7/1990,2
Staff,3/7/1990,1
Senior Staff,3/7/1990,8
Senior Staff,3/6/1990,4
Technique Leader,3/6/1990,3
Senior Engineer,3/6/1990,5
Engineer,3/6/1990,2
Staff,3/6/1990,1
Senior Staff,3/5/1990,8
Senior Engineer,3/5/1990,8
Engineer,3/5/1990,1
Staff,3/5/1990,3
Technique Leader,3/5/1990,2
Staff,3/4/1990,3
Assistant Engineer,3/4/1990,1
Senior Staff,3/4/1990,7
Senior Engineer,3/4/1990,7
Technique Leader,3/4/1990,1
Technique Leader,3/3/1990,3
Engineer,3/3/1990,4
Senior Engineer,3/3/1990,11
Senior Staff,3/3/1990,16
Staff,3/3/1990,3
Senior Engineer,3/2/1990,12
Technique Leader,3/2/1990,3
Senior Staff,3/2/1990,7
Staff,3/2/1990,3
Engineer,3/2/1990,4
Senior Staff,3/1/1990,6
Staff,3/1/1990,3
Engineer,3/1/1990,5
Senior Engineer,3/1/1990,14
Technique Leader,3/1/1990,4
Engineer,2/28/1990,3
Technique Leader,2/28/1990,3
Staff,2/28/1990,2
Assistant Engineer,2/28/1990,2
Senior Staff,2/28/1990,10
Senior Engineer,2/28/1990,8
Engineer,2/27/1990,1
Staff,2/27/1990,3
Senior Staff,2/27/1990,10
Senior Engineer,2/27/1990,7
Technique Leader,2/27/1990,4
Senior Engineer,2/26/1990,7
Senior Staff,2/26/1990,11
Technique Leader,2/26/1990,1
Staff,2/26/1990,1
Engineer,2/26/1990,3
Senior Staff,2/25/1990,8
Technique Leader,2/25/1990,7
Engineer,2/25/1990,3
Staff,2/25/1990,2
Senior Engineer,2/25/1990,12
Senior Engineer,2/24/1990,14
Senior Staff,2/24/1990,11
Engineer,2/24/1990,2
Staff,2/24/1990,6
Engineer,2/23/1990,3
Senior Staff,2/23/1990,11
Staff,2/23/1990,2
Senior Engineer,2/23/1990,7
Staff,2/22/1990,5
Technique Leader,2/22/1990,3
Senior Engineer,2/22/1990,11
Senior Staff,2/22/1990,10
Engineer,2/22/1990,3
Senior Staff,2/21/1990,12
Senior Engineer,2/21/1990,10
Staff,2/21/1990,1
Engineer,2/21/1990,4
Technique Leader,2/21/1990,5
Assistant Engineer,2/21/1990,1
Staff,2/20/1990,5
Technique Leader,2/20/1990,6
Engineer,2/20/1990,4
Senior Staff,2/20/1990,9
Senior Engineer,2/20/1990,11
Engineer,2/19/1990,3
Technique Leader,2/19/1990,1
Senior Engineer,2/19/1990,14
Staff,2/19/1990,2
Assistant Engineer,2/19/1990,1
Senior Staff,2/19/1990,10
Engineer,2/18/1990,1
Senior Engineer,2/18/1990,8
Technique Leader,2/18/1990,2
Senior Staff,2/18/1990,6
Staff,2/18/1990,3
Technique Leader,2/17/1990,3
Senior Engineer,2/17/1990,4
Assistant Engineer,2/17/1990,1
Senior Staff,2/17/1990,6
Engineer,2/17/1990,3
Technique Leader,2/16/1990,1
Senior Engineer,2/16/1990,10
Senior Staff,2/16/1990,7
Staff,2/15/1990,2
Technique Leader,2/15/1990,3
Senior Staff,2/15/1990,8
Senior Engineer,2/15/1990,11
Senior Staff,2/14/1990,13
Staff,2/14/1990,1
Engineer,2/14/1990,2
Senior Engineer,2/14/1990,8
Technique Leader,2/13/1990,2
Senior Staff,2/13/1990,10
Engineer,2/13/1990,3
Staff,2/13/1990,2
Senior Engineer,2/13/1990,7
Technique Leader,2/12/1990,2
Senior Staff,2/12/1990,8
Engineer,2/12/1990,4
Staff,2/12/1990,3
Senior Engineer,2/12/1990,11
Staff,2/11/1990,2
Senior Staff,2/11/1990,6
Senior Engineer,2/11/1990,9
Technique Leader,2/11/1990,3
Engineer,2/11/1990,4
Staff,2/10/1990,2
Technique Leader,2/10/1990,3
Engineer,2/10/1990,2
Senior Staff,2/10/1990,10
Senior Engineer,2/10/1990,8
Technique Leader,2/9/1990,2
Senior Staff,2/9/1990,6
Engineer,2/9/1990,1
Staff,2/9/1990,6
Senior Engineer,2/9/1990,7
Technique Leader,2/8/1990,4
Staff,2/8/1990,4
Senior Engineer,2/8/1990,10
Engineer,2/8/1990,2
Senior Staff,2/8/1990,8
Senior Staff,2/7/1990,5
Technique Leader,2/7/1990,3
Staff,2/7/1990,3
Senior Engineer,2/7/1990,13
Engineer,2/7/1990,1
Technique Leader,2/6/1990,4
Senior Staff,2/6/1990,10
Engineer,2/6/1990,3
Senior Engineer,2/6/1990,7
Senior Staff,2/5/1990,9
Engineer,2/5/1990,1
Technique Leader,2/5/1990,2
Senior Engineer,2/5/1990,7
Staff,2/5/1990,1
Engineer,2/4/1990,6
Technique Leader,2/4/1990,2
Senior Engineer,2/4/1990,8
Senior Staff,2/4/1990,9
Staff,2/4/1990,1
Senior Engineer,2/3/1990,15
Engineer,2/3/1990,5
Staff,2/3/1990,2
Senior Staff,2/3/1990,9
Technique Leader,2/3/1990,4
Senior Staff,2/2/1990,9
Technique Leader,2/2/1990,3
Staff,2/2/1990,1
Senior Engineer,2/2/1990,7
Engineer,2/2/1990,3
Senior Engineer,2/1/1990,6
Assistant Engineer,2/1/1990,1
Senior Staff,2/1/1990,3
Technique Leader,2/1/1990,6
Engineer,2/1/1990,2
Staff,2/1/1990,4
Engineer,1/31/1990,1
Staff,1/31/1990,3
Assistant Engineer,1/31/1990,1
Senior Engineer,1/31/1990,4
Senior Staff,1/31/1990,4
Technique Leader,1/31/1990,4
Technique Leader,1/30/1990,1
Senior Staff,1/30/1990,6
Staff,1/30/1990,4
Senior Engineer,1/30/1990,6
Engineer,1/30/1990,6
Engineer,1/29/1990,2
Staff,1/29/1990,5
Senior Engineer,1/29/1990,6
Technique Leader,1/29/1990,3
Senior Engineer,1/28/1990,4
Engineer,1/28/1990,1
Senior Staff,1/28/1990,2
Staff,1/28/1990,2
Technique Leader,1/28/1990,3
Senior Staff,1/27/1990,3
Senior Engineer,1/27/1990,8
Staff,1/27/1990,4
Engineer,1/27/1990,2
Staff,1/26/1990,1
Senior Staff,1/26/1990,6
Engineer,1/26/1990,1
Senior Engineer,1/26/1990,7
Technique Leader,1/26/1990,4
Senior Engineer,1/25/1990,8
Engineer,1/25/1990,2
Staff,1/25/1990,6
Senior Staff,1/25/1990,5
Technique Leader,1/25/1990,1
Senior Staff,1/24/1990,3
Technique Leader,1/24/1990,2
Senior Engineer,1/24/1990,8
Staff,1/24/1990,3
Engineer,1/24/1990,3
Senior Engineer,1/23/1990,4
Senior Staff,1/23/1990,7
Technique Leader,1/23/1990,3
Staff,1/23/1990,2
Staff,1/22/1990,3
Senior Staff,1/22/1990,5
Technique Leader,1/22/1990,3
Senior Engineer,1/22/1990,9
Engineer,1/22/1990,3
Senior Engineer,1/21/1990,8
Technique Leader,1/21/1990,2
Engineer,1/21/1990,4
Senior Staff,1/21/1990,2
Staff,1/21/1990,1
Senior Staff,1/20/1990,7
Technique Leader,1/20/1990,2
Senior Engineer,1/20/1990,5
Technique Leader,1/19/1990,2
Staff,1/19/1990,3
Engineer,1/19/1990,2
Senior Engineer,1/19/1990,7
Senior Staff,1/19/1990,8
Senior Staff,1/18/1990,6
Engineer,1/18/1990,4
Senior Engineer,1/18/1990,9
Technique Leader,1/18/1990,3
Senior Staff,1/17/1990,4
Assistant Engineer,1/17/1990,1
Engineer,1/17/1990,3
Senior Engineer,1/17/1990,2
Staff,1/17/1990,1
Staff,1/16/1990,2
Engineer,1/16/1990,3
Technique Leader,1/16/1990,2
Senior Engineer,1/16/1990,11
Senior Staff,1/16/1990,8
Assistant Engineer,1/16/1990,1
Staff,1/15/1990,2
Assistant Engineer,1/15/1990,1
Senior Staff,1/15/1990,5
Senior Engineer,1/15/1990,6
Technique Leader,1/15/1990,3
Senior Staff,1/14/1990,6
Technique Leader,1/14/1990,3
Staff,1/14/1990,1
Engineer,1/14/1990,1
Senior Engineer,1/14/1990,8
Senior Staff,1/13/1990,2
Technique Leader,1/13/1990,4
Senior Engineer,1/13/1990,8
Engineer,1/13/1990,1
Staff,1/13/1990,5
Senior Staff,1/12/1990,11
Engineer,1/12/1990,3
Senior Engineer,1/12/1990,9
Technique Leader,1/12/1990,1
Technique Leader,1/11/1990,2
Senior Staff,1/11/1990,5
Staff,1/11/1990,2
Engineer,1/11/1990,1
Senior Engineer,1/11/1990,5
Senior Staff,1/10/1990,4
Engineer,1/10/1990,3
Staff,1/10/1990,2
Technique Leader,1/10/1990,1
Senior Engineer,1/10/1990,7
Engineer,1/9/1990,3
Senior Engineer,1/9/1990,9
Senior Staff,1/9/1990,7
Technique Leader,1/9/1990,2
Technique Leader,1/8/1990,1
Engineer,1/8/1990,1
Senior Staff,1/8/1990,5
Staff,1/8/1990,2
Senior Engineer,1/8/1990,4
Staff,1/7/1990,1
Senior Engineer,1/7/1990,9
Technique Leader,1/7/1990,4
Senior Staff,1/7/1990,6
Engineer,1/7/1990,2
Senior Staff,1/6/1990,3
Technique Leader,1/6/1990,2
Senior Engineer,1/6/1990,2
Staff,1/6/1990,1
Assistant Engineer,1/6/1990,1
Engineer,1/6/1990,2
Senior Engineer,1/5/1990,5
Technique Leader,1/5/1990,1
Senior Staff,1/5/1990,2
Engineer,1/5/1990,7
Senior Staff,1/4/1990,4
Engineer,1/4/1990,3
Senior Engineer,1/4/1990,3
Staff,1/4/1990,2
Technique Leader,1/4/1990,4
Senior Staff,1/3/1990,7
Technique Leader,1/3/1990,2
Staff,1/3/1990,4
Senior Engineer,1/3/1990,4
Engineer,1/3/1990,5
Staff,1/2/1990,1
Engineer,1/2/1990,1
Senior Staff,1/2/1990,5
Technique Leader,1/2/1990,1
Technique Leader,1/1/1990,3
Staff,1/1/1990,2
Senior Engineer,1/1/1990,2
Engineer,1/1/1990,2
Senior Staff,1/1/1990,10
Technique Leader,12/31/1989,6
Staff,12/31/1989,3
Senior Engineer,12/31/1989,4
Senior Staff,12/31/1989,1
Technique Leader,12/30/1989,4
Senior Staff,12/30/1989,5
Engineer,12/30/1989,1
Staff,12/30/1989,1
Senior Engineer,12/30/1989,9
Senior Engineer,12/29/1989,4
Staff,12/29/1989,3
Senior Staff,12/29/1989,4
Technique Leader,12/29/1989,1
Senior Engineer,12/28/1989,6
Senior Staff,12/28/1989,4
Staff,12/28/1989,5
Engineer,12/28/1989,1
Technique Leader,12/28/1989,3
Technique Leader,12/27/1989,2
Senior Engineer,12/27/1989,6
Staff,12/27/1989,1
Senior Staff,12/27/1989,7
Engineer,12/27/1989,3
Technique Leader,12/26/1989,6
Senior Staff,12/26/1989,6
Engineer,12/26/1989,5
Senior Engineer,12/26/1989,6
Senior Staff,12/25/1989,3
Technique Leader,12/25/1989,5
Engineer,12/25/1989,1
Senior Engineer,12/25/1989,4
Staff,12/25/1989,2
Assistant Engineer,12/24/1989,1
Engineer,12/24/1989,1
Technique Leader,12/24/1989,2
Senior Engineer,12/24/1989,9
Staff,12/24/1989,2
Senior Staff,12/24/1989,9
Staff,12/23/1989,5
Engineer,12/23/1989,4
Senior Engineer,12/23/1989,6
Senior Staff,12/23/1989,4
Technique Leader,12/23/1989,3
Senior Engineer,12/22/1989,10
Engineer,12/22/1989,3
Staff,12/22/1989,4
Technique Leader,12/22/1989,4
Assistant Engineer,12/22/1989,1
Senior Staff,12/22/1989,4
Staff,12/21/1989,4
Senior Staff,12/21/1989,1
Technique Leader,12/21/1989,1
Senior Engineer,12/21/1989,5
Senior Engineer,12/20/1989,2
Technique Leader,12/20/1989,4
Staff,12/20/1989,2
Senior Staff,12/20/1989,4
Engineer,12/20/1989,3
Staff,12/19/1989,2
Engineer,12/19/1989,3
Senior Engineer,12/19/1989,3
Senior Staff,12/19/1989,6
Assistant Engineer,12/19/1989,1
Technique Leader,12/19/1989,4
Assistant Engineer,12/18/1989,1
Engineer,12/18/1989,1
Senior Staff,12/18/1989,4
Senior Engineer,12/18/1989,7
Technique Leader,12/18/1989,5
Staff,12/18/1989,2
Senior Staff,12/17/1989,5
Engineer,12/17/1989,2
Technique Leader,12/17/1989,4
Assistant Engineer,12/17/1989,3
Manager,12/17/1989,1
Senior Engineer,12/17/1989,6
Engineer,12/16/1989,2
Senior Engineer,12/16/1989,7
Senior Staff,12/16/1989,3
Technique Leader,12/16/1989,3
Staff,12/16/1989,4
Senior Engineer,12/15/1989,6
Technique Leader,12/15/1989,2
Staff,12/15/1989,2
Senior Staff,12/15/1989,3
Engineer,12/15/1989,1
Senior Staff,12/14/1989,8
Engineer,12/14/1989,3
Senior Engineer,12/14/1989,6
Technique Leader,12/14/1989,5
Staff,12/14/1989,3
Technique Leader,12/13/1989,8
Senior Staff,12/13/1989,4
Assistant Engineer,12/13/1989,1
Senior Engineer,12/13/1989,11
Senior Engineer,12/12/1989,6
Engineer,12/12/1989,2
Technique Leader,12/12/1989,4
Staff,12/12/1989,2
Senior Staff,12/12/1989,4
Technique Leader,12/11/1989,2
Staff,12/11/1989,2
Senior Staff,12/11/1989,4
Senior Engineer,12/11/1989,5
Engineer,12/11/1989,5
Engineer,12/10/1989,3
Staff,12/10/1989,2
Senior Staff,12/10/1989,6
Senior Engineer,12/10/1989,3
Technique Leader,12/10/1989,1
Staff,12/9/1989,1
Senior Staff,12/9/1989,5
Senior Engineer,12/9/1989,5
Engineer,12/9/1989,1
Technique Leader,12/9/1989,5
Senior Staff,12/8/1989,4
Engineer,12/8/1989,3
Senior Engineer,12/8/1989,7
Staff,12/8/1989,3
Technique Leader,12/8/1989,2
Engineer,12/7/1989,3
Technique Leader,12/7/1989,1
Senior Engineer,12/7/1989,3
Senior Staff,12/7/1989,4
Staff,12/7/1989,4
Engineer,12/6/1989,4
Senior Staff,12/6/1989,12
Staff,12/6/1989,5
Senior Engineer,12/6/1989,5
Technique Leader,12/6/1989,4
Senior Engineer,12/5/1989,3
Senior Staff,12/5/1989,4
Staff,12/5/1989,2
Technique Leader,12/5/1989,2
Engineer,12/5/1989,8
Technique Leader,12/4/1989,3
Senior Engineer,12/4/1989,9
Staff,12/4/1989,2
Senior Staff,12/4/1989,1
Engineer,12/4/1989,5
Senior Engineer,12/3/1989,4
Technique Leader,12/3/1989,3
Engineer,12/3/1989,4
Senior Staff,12/3/1989,5
Assistant Engineer,12/3/1989,1
Staff,12/3/1989,2
Senior Engineer,12/2/1989,3
Senior Staff,12/2/1989,8
Engineer,12/2/1989,4
Technique Leader,12/2/1989,4
Staff,12/2/1989,1
Senior Engineer,12/1/1989,6
Senior Staff,12/1/1989,4
Technique Leader,12/1/1989,4
Staff,12/1/1989,3
Engineer,12/1/1989,2
Senior Staff,11/30/1989,4
Senior Engineer,11/30/1989,6
Staff,11/30/1989,2
Technique Leader,11/30/1989,3
Engineer,11/30/1989,1
Senior Engineer,11/29/1989,3
Staff,11/29/1989,2
Engineer,11/29/1989,2
Technique Leader,11/29/1989,3
Senior Staff,11/29/1989,1
Senior Engineer,11/28/1989,6
Technique Leader,11/28/1989,2
Engineer,11/28/1989,2
Senior Staff,11/28/1989,2
Technique Leader,11/27/1989,2
Senior Engineer,11/27/1989,8
Staff,11/27/1989,2
Senior Staff,11/27/1989,6
Engineer,11/27/1989,1
Senior Engineer,11/26/1989,7
Staff,11/26/1989,2
Technique Leader,11/26/1989,6
Assistant Engineer,11/26/1989,1
Senior Staff,11/26/1989,9
Engineer,11/26/1989,4
Senior Engineer,11/25/1989,5
Technique Leader,11/25/1989,3
Engineer,11/25/1989,3
Staff,11/25/1989,2
Senior Staff,11/25/1989,8
Senior Staff,11/24/1989,8
Engineer,11/24/1989,1
Staff,11/24/1989,2
Senior Engineer,11/24/1989,6
Technique Leader,11/24/1989,4
Staff,11/23/1989,3
Technique Leader,11/23/1989,2
Senior Staff,11/23/1989,5
Senior Engineer,11/23/1989,7
Engineer,11/23/1989,1
Senior Engineer,11/22/1989,5
Engineer,11/22/1989,3
Staff,11/22/1989,1
Senior Staff,11/22/1989,2
Technique Leader,11/22/1989,2
Technique Leader,11/21/1989,2
Staff,11/21/1989,1
Senior Staff,11/21/1989,4
Senior Engineer,11/21/1989,6
Staff,11/20/1989,7
Technique Leader,11/20/1989,2
Senior Engineer,11/20/1989,2
Engineer,11/20/1989,2
Senior Staff,11/20/1989,3
Engineer,11/19/1989,3
Senior Staff,11/19/1989,5
Assistant Engineer,11/19/1989,1
Staff,11/19/1989,2
Senior Engineer,11/19/1989,3
Technique Leader,11/19/1989,4
Technique Leader,11/18/1989,6
Staff,11/18/1989,8
Engineer,11/18/1989,1
Senior Staff,11/18/1989,4
Senior Engineer,11/18/1989,5
Senior Engineer,11/17/1989,5
Staff,11/17/1989,3
Technique Leader,11/17/1989,3
Senior Staff,11/17/1989,2
Engineer,11/17/1989,3
Engineer,11/16/1989,3
Senior Engineer,11/16/1989,3
Staff,11/16/1989,3
Technique Leader,11/16/1989,4
Senior Engineer,11/15/1989,4
Engineer,11/15/1989,7
Staff,11/15/1989,6
Senior Staff,11/15/1989,4
Technique Leader,11/15/1989,3
Senior Engineer,11/14/1989,8
Senior Staff,11/14/1989,3
Technique Leader,11/14/1989,1
Engineer,11/14/1989,4
Staff,11/13/1989,3
Technique Leader,11/13/1989,2
Senior Engineer,11/13/1989,9
Senior Staff,11/13/1989,6
Engineer,11/13/1989,2
Senior Engineer,11/12/1989,10
Staff,11/12/1989,2
Senior Staff,11/12/1989,4
Technique Leader,11/12/1989,2
Engineer,11/11/1989,2
Senior Engineer,11/11/1989,6
Technique Leader,11/11/1989,4
Senior Staff,11/11/1989,5
Staff,11/10/1989,2
Senior Staff,11/10/1989,5
Technique Leader,11/10/1989,3
Senior Engineer,11/10/1989,6
Engineer,11/10/1989,4
Engineer,11/9/1989,5
Technique Leader,11/9/1989,2
Staff,11/9/1989,2
Senior Staff,11/9/1989,5
Senior Engineer,11/9/1989,9
Senior Staff,11/8/1989,5
Technique Leader,11/8/1989,2
Senior Engineer,11/8/1989,3
Senior Engineer,11/7/1989,2
Senior Staff,11/7/1989,3
Technique Leader,11/7/1989,3
Staff,11/7/1989,2
Engineer,11/7/1989,2
Technique Leader,11/6/1989,2
Staff,11/6/1989,2
Senior Staff,11/6/1989,1
Engineer,11/6/1989,3
Senior Engineer,11/6/1989,2
Assistant Engineer,11/5/1989,2
Technique Leader,11/5/1989,5
Senior Staff,11/5/1989,2
Staff,11/5/1989,3
Engineer,11/5/1989,2
Senior Engineer,11/5/1989,4
Engineer,11/4/1989,1
Senior Staff,11/4/1989,5
Technique Leader,11/4/1989,4
Senior Engineer,11/4/1989,8
Staff,11/4/1989,1
Engineer,11/3/1989,2
Technique Leader,11/3/1989,5
Senior Staff,11/3/1989,5
Senior Engineer,11/3/1989,7
Staff,11/3/1989,2
Senior Staff,11/2/1989,5
Staff,11/2/1989,4
Senior Engineer,11/2/1989,6
Engineer,11/2/1989,3
Technique Leader,11/2/1989,2
Staff,11/1/1989,4
Engineer,11/1/1989,4
Technique Leader,11/1/1989,6
Senior Staff,11/1/1989,6
Senior Engineer,11/1/1989,5
Senior Staff,10/31/1989,4
Senior Engineer,10/31/1989,5
Staff,10/31/1989,3
Engineer,10/31/1989,1
Technique Leader,10/31/1989,1
Senior Staff,10/30/1989,4
Senior Engineer,10/30/1989,5
Technique Leader,10/30/1989,1
Engineer,10/30/1989,5
Staff,10/30/1989,6
Staff,10/29/1989,4
Technique Leader,10/29/1989,4
Senior Engineer,10/29/1989,6
Engineer,10/29/1989,1
Assistant Engineer,10/29/1989,1
Senior Staff,10/29/1989,6
Engineer,10/28/1989,1
Assistant Engineer,10/28/1989,2
Staff,10/28/1989,3
Technique Leader,10/28/1989,6
Senior Staff,10/28/1989,5
Senior Engineer,10/28/1989,3
Assistant Engineer,10/27/1989,1
Senior Staff,10/27/1989,4
Senior Engineer,10/27/1989,6
Engineer,10/27/1989,1
Staff,10/27/1989,2
Technique Leader,10/27/1989,4
Staff,10/26/1989,3
Senior Staff,10/26/1989,6
Senior Engineer,10/26/1989,1
Technique Leader,10/26/1989,3
Engineer,10/26/1989,2
Staff,10/25/1989,2
Senior Staff,10/25/1989,5
Senior Engineer,10/25/1989,5
Technique Leader,10/25/1989,2
Senior Engineer,10/24/1989,3
Senior Staff,10/24/1989,3
Engineer,10/24/1989,1
Staff,10/24/1989,2
Technique Leader,10/24/1989,3
Senior Engineer,10/23/1989,10
Technique Leader,10/23/1989,4
Engineer,10/23/1989,5
Staff,10/23/1989,1
Senior Staff,10/23/1989,2
Engineer,10/22/1989,2
Senior Staff,10/22/1989,2
Assistant Engineer,10/22/1989,1
Technique Leader,10/22/1989,4
Staff,10/22/1989,1
Senior Engineer,10/22/1989,9
Technique Leader,10/21/1989,2
Senior Staff,10/21/1989,5
Senior Engineer,10/21/1989,5
Engineer,10/21/1989,2
Staff,10/21/1989,2
Assistant Engineer,10/20/1989,1
Engineer,10/20/1989,2
Technique Leader,10/20/1989,1
Senior Staff,10/20/1989,6
Senior Engineer,10/20/1989,7
Staff,10/19/1989,1
Senior Engineer,10/19/1989,5
Senior Staff,10/19/1989,2
Assistant Engineer,10/19/1989,1
Engineer,10/19/1989,5
Staff,10/18/1989,4
Senior Engineer,10/18/1989,9
Senior Staff,10/18/1989,1
Technique Leader,10/18/1989,2
Engineer,10/18/1989,1
Technique Leader,10/17/1989,3
Senior Staff,10/17/1989,2
Engineer,10/17/1989,3
Senior Engineer,10/17/1989,8
Staff,10/17/1989,1
Senior Staff,10/16/1989,6
Technique Leader,10/16/1989,2
Engineer,10/16/1989,4
Senior Engineer,10/16/1989,5
Staff,10/16/1989,5
Assistant Engineer,10/16/1989,1
Senior Engineer,10/15/1989,6
Technique Leader,10/15/1989,3
Senior Staff,10/15/1989,2
Staff,10/15/1989,1
Engineer,10/15/1989,2
Assistant Engineer,10/14/1989,2
Senior Engineer,10/14/1989,4
Staff,10/14/1989,3
Senior Staff,10/14/1989,2
Technique Leader,10/14/1989,1
Engineer,10/14/1989,2
Staff,10/13/1989,4
Technique Leader,10/13/1989,3
Senior Staff,10/13/1989,4
Engineer,10/13/1989,2
Senior Engineer,10/13/1989,9
Senior Engineer,10/12/1989,6
Technique Leader,10/12/1989,2
Staff,10/12/1989,2
Senior Staff,10/12/1989,3
Assistant Engineer,10/11/1989,2
Senior Engineer,10/11/1989,5
Senior Staff,10/11/1989,5
Staff,10/11/1989,4
Engineer,10/11/1989,4
Technique Leader,10/11/1989,4
Senior Staff,10/10/1989,1
Staff,10/10/1989,1
Senior Engineer,10/10/1989,4
Technique Leader,10/10/1989,1
Senior Staff,10/9/1989,6
Engineer,10/9/1989,3
Staff,10/9/1989,1
Technique Leader,10/9/1989,5
Senior Engineer,10/9/1989,8
Engineer,10/8/1989,4
Staff,10/8/1989,2
Senior Staff,10/8/1989,7
Technique Leader,10/8/1989,2
Senior Engineer,10/8/1989,1
Senior Engineer,10/7/1989,5
Senior Staff,10/7/1989,7
Technique Leader,10/7/1989,4
Staff,10/7/1989,2
